store_id,item_id,item_name,category,vendor_id,vendor_name,gap_start,gap_end,gap_days,avg_daily_gmv_before,estimated_lost_gmv,active_gap,store_name,country,format,region
TIENDA_012,ITEM_071,Electrónica Producto 71,Electrónica,VND_016,Proveedor P,2025-04-21,2025-05-31,41,316.7,12984.699999999999,False,Tienda Escuintla 12,GT,SUPERMERCADO,Sur
TIENDA_025,ITEM_062,Electrónica Producto 62,Electrónica,VND_029,Proveedor Z3,2024-07-19,2024-08-29,42,304.12857142857143,12773.4,False,Tienda León 25,NI,DESCUENTO,Oriente
TIENDA_028,ITEM_071,Electrónica Producto 71,Electrónica,VND_016,Proveedor P,2024-07-19,2024-09-06,50,253.73142857142858,12686.57142857143,False,Tienda Tegucigalpa 28,HN,DESCUENTO,Oriente
TIENDA_012,ITEM_130,Electrónica Producto 130,Electrónica,VND_026,Proveedor Z,2025-04-24,2025-06-05,43,291.70214285714286,12543.192142857142,False,Tienda Escuintla 12,GT,SUPERMERCADO,Sur
TIENDA_008,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2024-05-11,2024-06-17,38,322.275,12246.449999999999,False,Tienda San Pedro Sula 8,HN,HIPERMERCADO,Sur
TIENDA_020,ITEM_069,Electrónica Producto 69,Electrónica,VND_020,Proveedor T,2024-03-29,2024-05-07,40,305.20428571428573,12208.17142857143,False,Tienda Masaya 20,NI,SUPERMERCADO,Capital
TIENDA_008,ITEM_130,Electrónica Producto 130,Electrónica,VND_026,Proveedor Z,2024-12-22,2025-01-29,39,307.3357142857143,11986.092857142858,False,Tienda San Pedro Sula 8,HN,HIPERMERCADO,Sur
TIENDA_031,ITEM_071,Electrónica Producto 71,Electrónica,VND_016,Proveedor P,2024-03-31,2024-05-15,46,256.2971428571429,11789.668571428572,False,Tienda San José 31,CR,DESCUENTO,Sur
TIENDA_024,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2025-01-31,2025-02-20,21,554.5614285714286,11645.789999999999,False,Tienda Santa Ana 24,SV,DESCUENTO,Occidente
TIENDA_019,ITEM_091,Electrónica Producto 91,Electrónica,VND_021,Proveedor U,2025-03-14,2025-04-18,36,321.9042857142857,11588.554285714286,False,Tienda Santa Ana 19,SV,SUPERMERCADO,Occidente
TIENDA_012,ITEM_062,Electrónica Producto 62,Electrónica,VND_029,Proveedor Z3,2024-04-23,2024-06-29,68,168.1442857142857,11433.811428571427,False,Tienda Escuintla 12,GT,SUPERMERCADO,Sur
TIENDA_025,ITEM_069,Electrónica Producto 69,Electrónica,VND_020,Proveedor T,2024-08-06,2024-10-01,57,196.5007142857143,11200.540714285715,False,Tienda León 25,NI,DESCUENTO,Oriente
TIENDA_012,ITEM_168,Electrónica Producto 168,Electrónica,VND_003,Proveedor C,2024-02-15,2024-04-11,57,195.36642857142854,11135.886428571426,False,Tienda Escuintla 12,GT,SUPERMERCADO,Sur
TIENDA_005,ITEM_071,Electrónica Producto 71,Electrónica,VND_016,Proveedor P,2024-02-03,2024-02-19,17,647.5392857142857,11008.167857142857,False,Tienda Masaya 5,NI,HIPERMERCADO,Occidente
TIENDA_013,ITEM_096,Electrónica Producto 96,Electrónica,VND_027,Proveedor Z1,2024-04-17,2024-07-09,84,131.00285714285715,11004.240000000002,False,Tienda Tegucigalpa 13,HN,SUPERMERCADO,Capital
TIENDA_035,ITEM_091,Electrónica Producto 91,Electrónica,VND_021,Proveedor U,2025-01-07,2025-03-24,77,141.33571428571426,10882.849999999999,False,Tienda Masaya 35,NI,DESCUENTO,Norte
TIENDA_016,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2024-03-17,2024-05-01,46,236.39000000000001,10873.94,False,Tienda Alajuela 16,CR,SUPERMERCADO,Sur
TIENDA_017,ITEM_091,Electrónica Producto 91,Electrónica,VND_021,Proveedor U,2024-12-28,2025-02-08,43,250.4307142857143,10768.520714285714,False,Tienda Escuintla 17,GT,SUPERMERCADO,Occidente
TIENDA_011,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2024-09-17,2024-10-11,25,430.2028571428572,10755.071428571431,False,Tienda San José 11,CR,SUPERMERCADO,Occidente
TIENDA_028,ITEM_091,Electrónica Producto 91,Electrónica,VND_021,Proveedor U,2024-03-17,2024-06-10,86,124.88285714285715,10739.925714285715,False,Tienda Tegucigalpa 28,HN,DESCUENTO,Oriente
TIENDA_009,ITEM_130,Electrónica Producto 130,Electrónica,VND_026,Proveedor Z,2024-07-24,2024-09-07,46,232.72642857142858,10705.415714285715,False,Tienda San Salvador 9,SV,SUPERMERCADO,Sur
TIENDA_038,ITEM_062,Electrónica Producto 62,Electrónica,VND_029,Proveedor Z3,2024-05-31,2024-08-16,78,136.02714285714288,10610.117142857145,False,Tienda Tegucigalpa 38,HN,EXPRESS,Occidente
TIENDA_036,ITEM_142,Electrónica Producto 142,Electrónica,VND_027,Proveedor Z1,2024-08-03,2024-10-04,63,168.1257142857143,10591.920000000002,False,Tienda Heredia 36,CR,EXPRESS,Sur
TIENDA_018,ITEM_096,Electrónica Producto 96,Electrónica,VND_027,Proveedor Z1,2025-04-11,2025-05-20,40,264.7914285714286,10591.657142857144,False,Tienda Tegucigalpa 18,HN,SUPERMERCADO,Norte
TIENDA_014,ITEM_168,Electrónica Producto 168,Electrónica,VND_003,Proveedor C,2024-07-13,2024-08-09,28,369.88714285714286,10356.84,False,Tienda San Salvador 14,SV,SUPERMERCADO,Norte
TIENDA_005,ITEM_141,Electrónica Producto 141,Electrónica,VND_004,Proveedor D,2024-05-22,2024-06-14,24,431.11857142857144,10346.845714285715,False,Tienda Masaya 5,NI,HIPERMERCADO,Occidente
TIENDA_030,ITEM_091,Electrónica Producto 91,Electrónica,VND_021,Proveedor U,2024-06-19,2024-08-14,57,180.09357142857144,10265.333571428571,False,Tienda Masaya 30,NI,DESCUENTO,Occidente
TIENDA_025,ITEM_168,Electrónica Producto 168,Electrónica,VND_003,Proveedor C,2024-08-21,2024-09-20,31,329.32714285714286,10209.141428571429,False,Tienda León 25,NI,DESCUENTO,Oriente
TIENDA_024,ITEM_142,Electrónica Producto 142,Electrónica,VND_027,Proveedor Z1,2024-08-01,2024-11-16,108,94.51785714285714,10207.92857142857,False,Tienda Santa Ana 24,SV,DESCUENTO,Occidente
TIENDA_030,ITEM_142,Electrónica Producto 142,Electrónica,VND_027,Proveedor Z1,2025-05-25,2025-06-30,37,273.7914285714286,10130.282857142858,True,Tienda Masaya 30,NI,DESCUENTO,Occidente
TIENDA_037,ITEM_062,Electrónica Producto 62,Electrónica,VND_029,Proveedor Z3,2025-04-08,2025-05-18,41,245.49214285714285,10065.177857142857,False,Tienda Quetzaltenango 37,GT,EXPRESS,Sur
TIENDA_024,ITEM_062,Electrónica Producto 62,Electrónica,VND_029,Proveedor Z3,2025-04-21,2025-06-12,53,189.65785714285715,10051.86642857143,False,Tienda Santa Ana 24,SV,DESCUENTO,Occidente
TIENDA_029,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2024-05-19,2024-07-14,57,175.30714285714288,9992.507142857145,False,Tienda San Salvador 29,SV,DESCUENTO,Occidente
TIENDA_019,ITEM_141,Electrónica Producto 141,Electrónica,VND_004,Proveedor D,2024-12-08,2025-01-19,43,231.98285714285717,9975.262857142858,False,Tienda Santa Ana 19,SV,SUPERMERCADO,Occidente
TIENDA_011,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2024-05-26,2024-06-21,27,367.8964285714286,9933.203571428572,False,Tienda San José 11,CR,SUPERMERCADO,Occidente
TIENDA_037,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2025-05-10,2025-06-30,52,189.27142857142854,9842.114285714284,True,Tienda Quetzaltenango 37,GT,EXPRESS,Sur
TIENDA_040,ITEM_071,Electrónica Producto 71,Electrónica,VND_016,Proveedor P,2024-03-23,2024-05-17,56,174.02928571428575,9745.640000000001,False,Tienda Managua 40,NI,EXPRESS,Oriente
TIENDA_014,ITEM_091,Electrónica Producto 91,Electrónica,VND_021,Proveedor U,2025-04-06,2025-04-30,25,379.8085714285714,9495.214285714284,False,Tienda San Salvador 14,SV,SUPERMERCADO,Norte
TIENDA_015,ITEM_130,Electrónica Producto 130,Electrónica,VND_026,Proveedor Z,2025-02-17,2025-04-11,54,175.1157142857143,9456.248571428572,False,Tienda León 15,NI,SUPERMERCADO,Sur
TIENDA_012,ITEM_091,Electrónica Producto 91,Electrónica,VND_021,Proveedor U,2024-07-28,2024-09-04,39,242.0107142857143,9438.417857142858,False,Tienda Escuintla 12,GT,SUPERMERCADO,Sur
TIENDA_028,ITEM_011,Electrónica Producto 11,Electrónica,VND_003,Proveedor C,2024-04-17,2024-06-05,50,188.5442857142857,9427.214285714286,False,Tienda Tegucigalpa 28,HN,DESCUENTO,Oriente
TIENDA_018,ITEM_096,Electrónica Producto 96,Electrónica,VND_027,Proveedor Z1,2025-01-05,2025-02-14,41,229.31785714285712,9402.032142857142,False,Tienda Tegucigalpa 18,HN,SUPERMERCADO,Norte
TIENDA_034,ITEM_091,Electrónica Producto 91,Electrónica,VND_021,Proveedor U,2025-04-24,2025-05-27,34,272.3771428571428,9260.822857142855,False,Tienda Sonsonate 34,SV,DESCUENTO,Sur
TIENDA_004,ITEM_141,Electrónica Producto 141,Electrónica,VND_004,Proveedor D,2024-03-24,2024-05-01,39,236.01,9204.39,False,Tienda San Salvador 4,SV,HIPERMERCADO,Norte
TIENDA_008,ITEM_141,Electrónica Producto 141,Electrónica,VND_004,Proveedor D,2024-12-20,2025-01-10,22,417.3264285714286,9181.18142857143,False,Tienda San Pedro Sula 8,HN,HIPERMERCADO,Sur
TIENDA_011,ITEM_096,Electrónica Producto 96,Electrónica,VND_027,Proveedor Z1,2024-07-30,2024-09-06,39,234.97428571428574,9163.997142857144,False,Tienda San José 11,CR,SUPERMERCADO,Occidente
TIENDA_032,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2024-11-15,2024-12-21,37,247.31214285714285,9150.549285714285,False,Tienda Quetzaltenango 32,GT,DESCUENTO,Oriente
TIENDA_005,ITEM_142,Electrónica Producto 142,Electrónica,VND_027,Proveedor Z1,2024-05-30,2024-06-24,26,349.875,9096.75,False,Tienda Masaya 5,NI,HIPERMERCADO,Occidente
TIENDA_040,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2025-03-30,2025-05-04,36,252.55857142857147,9092.108571428573,False,Tienda Managua 40,NI,EXPRESS,Oriente
TIENDA_039,ITEM_069,Electrónica Producto 69,Electrónica,VND_020,Proveedor T,2024-03-02,2024-04-11,41,221.0292857142857,9062.200714285713,False,Tienda San Salvador 39,SV,EXPRESS,Capital
TIENDA_034,ITEM_069,Electrónica Producto 69,Electrónica,VND_020,Proveedor T,2024-09-09,2024-10-13,35,256.21214285714285,8967.425,False,Tienda Sonsonate 34,SV,DESCUENTO,Sur
TIENDA_031,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2024-09-03,2024-10-08,36,246.38714285714286,8869.937142857143,False,Tienda San José 31,CR,DESCUENTO,Sur
TIENDA_029,ITEM_142,Electrónica Producto 142,Electrónica,VND_027,Proveedor Z1,2024-05-23,2024-07-19,58,152.615,8851.67,False,Tienda San Salvador 29,SV,DESCUENTO,Occidente
TIENDA_019,ITEM_091,Electrónica Producto 91,Electrónica,VND_021,Proveedor U,2024-04-21,2024-05-18,28,314.75357142857143,8813.1,False,Tienda Santa Ana 19,SV,SUPERMERCADO,Occidente
TIENDA_036,ITEM_141,Electrónica Producto 141,Electrónica,VND_004,Proveedor D,2024-07-24,2024-10-06,75,116.95714285714287,8771.785714285716,False,Tienda Heredia 36,CR,EXPRESS,Sur
TIENDA_033,ITEM_091,Electrónica Producto 91,Electrónica,VND_021,Proveedor U,2024-03-25,2024-06-11,79,110.97500000000001,8767.025000000001,False,Tienda La Ceiba 33,HN,DESCUENTO,Occidente
TIENDA_038,ITEM_091,Electrónica Producto 91,Electrónica,VND_021,Proveedor U,2024-02-05,2024-03-10,35,249.74428571428572,8741.050000000001,False,Tienda Tegucigalpa 38,HN,EXPRESS,Occidente
TIENDA_033,ITEM_007,Electrónica Producto 7,Electrónica,VND_019,Proveedor S,2025-02-10,2025-04-14,64,136.56714285714287,8740.297142857144,False,Tienda La Ceiba 33,HN,DESCUENTO,Occidente
TIENDA_010,ITEM_168,Electrónica Producto 168,Electrónica,VND_003,Proveedor C,2024-04-06,2024-05-11,36,240.58142857142857,8660.931428571428,False,Tienda Masaya 10,NI,SUPERMERCADO,Capital
TIENDA_035,ITEM_130,Electrónica Producto 130,Electrónica,VND_026,Proveedor Z,2024-03-21,2024-05-28,69,125.40071428571427,8652.649285714284,False,Tienda Masaya 35,NI,DESCUENTO,Norte
TIENDA_017,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2024-08-28,2024-09-27,31,278.31357142857144,8627.720714285715,False,Tienda Escuintla 17,GT,SUPERMERCADO,Occidente
TIENDA_031,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2025-04-14,2025-06-30,78,110.30999999999999,8604.179999999998,True,Tienda San José 31,CR,DESCUENTO,Sur
TIENDA_009,ITEM_173,Electrónica Producto 173,Electrónica,VND_011,Proveedor K,2024-08-05,2024-09-25,52,164.70142857142855,8564.474285714285,False,Tienda San Salvador 9,SV,SUPERMERCADO,Sur
TIENDA_018,ITEM_071,Electrónica Producto 71,Electrónica,VND_016,Proveedor P,2024-09-30,2024-10-21,22,388.85785714285714,8554.872857142856,False,Tienda Tegucigalpa 18,HN,SUPERMERCADO,Norte
TIENDA_035,ITEM_069,Electrónica Producto 69,Electrónica,VND_020,Proveedor T,2024-10-14,2024-11-14,32,267.3092857142857,8553.897142857142,False,Tienda Masaya 35,NI,DESCUENTO,Norte
TIENDA_040,ITEM_007,Electrónica Producto 7,Electrónica,VND_019,Proveedor S,2025-02-22,2025-05-11,79,108.22,8549.38,False,Tienda Managua 40,NI,EXPRESS,Oriente
TIENDA_036,ITEM_062,Electrónica Producto 62,Electrónica,VND_029,Proveedor Z3,2024-11-25,2025-02-14,82,103.85857142857142,8516.402857142857,False,Tienda Heredia 36,CR,EXPRESS,Sur
TIENDA_021,ITEM_091,Electrónica Producto 91,Electrónica,VND_021,Proveedor U,2024-04-06,2024-05-27,52,163.62571428571428,8508.537142857143,False,Tienda San José 21,CR,SUPERMERCADO,Sur
TIENDA_039,ITEM_069,Electrónica Producto 69,Electrónica,VND_020,Proveedor T,2024-07-04,2024-09-09,68,124.99785714285716,8499.854285714287,False,Tienda San Salvador 39,SV,EXPRESS,Capital
TIENDA_013,ITEM_007,Electrónica Producto 7,Electrónica,VND_019,Proveedor S,2025-04-24,2025-06-08,46,184.6542857142857,8494.097142857141,False,Tienda Tegucigalpa 13,HN,SUPERMERCADO,Capital
TIENDA_007,ITEM_130,Electrónica Producto 130,Electrónica,VND_026,Proveedor Z,2025-03-08,2025-04-07,31,273.02642857142854,8463.819285714284,False,Tienda Guatemala City 7,GT,HIPERMERCADO,Oriente
TIENDA_032,ITEM_071,Electrónica Producto 71,Electrónica,VND_016,Proveedor P,2024-10-28,2024-12-01,35,241.5942857142857,8455.8,False,Tienda Quetzaltenango 32,GT,DESCUENTO,Oriente
TIENDA_033,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2024-05-21,2024-07-12,53,159.07642857142858,8431.050714285715,False,Tienda La Ceiba 33,HN,DESCUENTO,Occidente
TIENDA_002,ITEM_091,Electrónica Producto 91,Electrónica,VND_021,Proveedor U,2024-03-22,2024-04-02,12,701.8264285714286,8421.917142857143,False,Tienda Guatemala City 2,GT,HIPERMERCADO,Capital
TIENDA_024,ITEM_091,Electrónica Producto 91,Electrónica,VND_021,Proveedor U,2024-09-17,2024-11-15,60,140.34214285714285,8420.528571428571,False,Tienda Santa Ana 24,SV,DESCUENTO,Occidente
TIENDA_010,ITEM_071,Electrónica Producto 71,Electrónica,VND_016,Proveedor P,2024-06-22,2024-07-24,33,252.01714285714283,8316.565714285713,False,Tienda Masaya 10,NI,SUPERMERCADO,Capital
TIENDA_027,ITEM_062,Electrónica Producto 62,Electrónica,VND_029,Proveedor Z3,2024-07-15,2024-08-20,37,224.75857142857143,8316.067142857142,False,Tienda Quetzaltenango 27,GT,DESCUENTO,Capital
TIENDA_032,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2025-03-03,2025-04-17,46,180.70499999999998,8312.429999999998,False,Tienda Quetzaltenango 32,GT,DESCUENTO,Oriente
TIENDA_019,ITEM_168,Electrónica Producto 168,Electrónica,VND_003,Proveedor C,2024-05-05,2024-06-03,30,276.6028571428571,8298.085714285713,False,Tienda Santa Ana 19,SV,SUPERMERCADO,Occidente
TIENDA_023,ITEM_069,Electrónica Producto 69,Electrónica,VND_020,Proveedor T,2025-04-01,2025-05-30,60,138.29999999999998,8297.999999999998,False,Tienda La Ceiba 23,HN,SUPERMERCADO,Oriente
TIENDA_039,ITEM_096,Electrónica Producto 96,Electrónica,VND_027,Proveedor Z1,2024-06-26,2024-10-06,103,80.55571428571429,8297.238571428572,False,Tienda San Salvador 39,SV,EXPRESS,Capital
TIENDA_029,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2025-01-23,2025-03-22,59,140.50714285714284,8289.921428571428,False,Tienda San Salvador 29,SV,DESCUENTO,Occidente
TIENDA_024,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2024-01-17,2024-03-25,69,120.14285714285714,8289.857142857143,False,Tienda Santa Ana 24,SV,DESCUENTO,Occidente
TIENDA_039,ITEM_071,Electrónica Producto 71,Electrónica,VND_016,Proveedor P,2025-05-10,2025-06-30,52,158.3657142857143,8235.017142857143,True,Tienda San Salvador 39,SV,EXPRESS,Capital
TIENDA_002,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2024-06-26,2024-07-13,18,454.7521428571429,8185.538571428573,False,Tienda Guatemala City 2,GT,HIPERMERCADO,Capital
TIENDA_025,ITEM_141,Electrónica Producto 141,Electrónica,VND_004,Proveedor D,2024-08-10,2024-10-23,75,108.80857142857143,8160.642857142857,False,Tienda León 25,NI,DESCUENTO,Oriente
TIENDA_029,ITEM_062,Electrónica Producto 62,Electrónica,VND_029,Proveedor Z3,2024-12-27,2025-02-11,47,173.3757142857143,8148.658571428573,False,Tienda San Salvador 29,SV,DESCUENTO,Occidente
TIENDA_025,ITEM_130,Electrónica Producto 130,Electrónica,VND_026,Proveedor Z,2025-04-05,2025-05-16,42,193.99000000000004,8147.580000000002,False,Tienda León 25,NI,DESCUENTO,Oriente
TIENDA_036,ITEM_142,Electrónica Producto 142,Electrónica,VND_027,Proveedor Z1,2024-04-08,2024-06-07,61,133.23142857142855,8127.1171428571415,False,Tienda Heredia 36,CR,EXPRESS,Sur
TIENDA_003,ITEM_130,Electrónica Producto 130,Electrónica,VND_026,Proveedor Z,2025-03-07,2025-03-26,20,406.13357142857143,8122.671428571429,False,Tienda La Ceiba 3,HN,HIPERMERCADO,Occidente
TIENDA_005,ITEM_168,Electrónica Producto 168,Electrónica,VND_003,Proveedor C,2024-10-25,2024-11-12,19,426.61,8105.59,False,Tienda Masaya 5,NI,HIPERMERCADO,Occidente
TIENDA_028,ITEM_173,Electrónica Producto 173,Electrónica,VND_011,Proveedor K,2024-07-30,2024-09-01,34,237.12571428571428,8062.274285714286,False,Tienda Tegucigalpa 28,HN,DESCUENTO,Oriente
TIENDA_038,ITEM_173,Electrónica Producto 173,Electrónica,VND_011,Proveedor K,2025-05-11,2025-06-30,51,158.0242857142857,8059.23857142857,True,Tienda Tegucigalpa 38,HN,EXPRESS,Occidente
TIENDA_032,ITEM_007,Electrónica Producto 7,Electrónica,VND_019,Proveedor S,2024-02-21,2024-05-04,74,108.345,8017.53,False,Tienda Quetzaltenango 32,GT,DESCUENTO,Oriente
TIENDA_014,ITEM_168,Electrónica Producto 168,Electrónica,VND_003,Proveedor C,2024-08-23,2024-09-20,29,275.44357142857143,7987.863571428572,False,Tienda San Salvador 14,SV,SUPERMERCADO,Norte
TIENDA_013,ITEM_091,Electrónica Producto 91,Electrónica,VND_021,Proveedor U,2024-02-24,2024-03-12,18,442.9092857142858,7972.367142857144,False,Tienda Tegucigalpa 13,HN,SUPERMERCADO,Capital
TIENDA_028,ITEM_096,Electrónica Producto 96,Electrónica,VND_027,Proveedor Z1,2024-10-23,2024-11-24,33,240.50785714285715,7936.759285714286,False,Tienda Tegucigalpa 28,HN,DESCUENTO,Oriente
TIENDA_004,ITEM_141,Electrónica Producto 141,Electrónica,VND_004,Proveedor D,2025-01-02,2025-01-24,23,343.50928571428574,7900.713571428572,False,Tienda San Salvador 4,SV,HIPERMERCADO,Norte
TIENDA_026,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2024-09-11,2024-11-05,56,140.79214285714286,7884.360000000001,False,Tienda Cartago 26,CR,DESCUENTO,Norte
TIENDA_025,ITEM_062,Electrónica Producto 62,Electrónica,VND_029,Proveedor Z3,2024-02-12,2024-03-17,35,224.51071428571427,7857.874999999999,False,Tienda León 25,NI,DESCUENTO,Oriente
TIENDA_040,ITEM_071,Electrónica Producto 71,Electrónica,VND_016,Proveedor P,2024-11-12,2024-12-28,47,167.12857142857143,7855.042857142857,False,Tienda Managua 40,NI,EXPRESS,Oriente
TIENDA_039,ITEM_091,Electrónica Producto 91,Electrónica,VND_021,Proveedor U,2024-07-28,2024-09-11,46,169.23214285714286,7784.678571428572,False,Tienda San Salvador 39,SV,EXPRESS,Capital
TIENDA_005,ITEM_123,Electrónica Producto 123,Electrónica,VND_010,Proveedor J,2024-03-22,2024-04-20,30,258.80357142857144,7764.107142857143,False,Tienda Masaya 5,NI,HIPERMERCADO,Occidente
TIENDA_002,ITEM_071,Electrónica Producto 71,Electrónica,VND_016,Proveedor P,2025-06-07,2025-06-23,17,456.6864285714286,7763.669285714286,False,Tienda Guatemala City 2,GT,HIPERMERCADO,Capital
TIENDA_034,ITEM_130,Electrónica Producto 130,Electrónica,VND_026,Proveedor Z,2025-01-29,2025-03-30,61,127.25928571428571,7762.816428571428,False,Tienda Sonsonate 34,SV,DESCUENTO,Sur
TIENDA_038,ITEM_007,Electrónica Producto 7,Electrónica,VND_019,Proveedor S,2025-03-03,2025-05-03,62,124.74642857142858,7734.278571428572,False,Tienda Tegucigalpa 38,HN,EXPRESS,Occidente
TIENDA_014,ITEM_141,Electrónica Producto 141,Electrónica,VND_004,Proveedor D,2025-02-03,2025-03-01,27,285.9771428571429,7721.3828571428585,False,Tienda San Salvador 14,SV,SUPERMERCADO,Norte
